state,year,Presidential.Term,congress.house,house.D,house.R,house.I,house.D.num,house.R.num,house.I.num,house.ratio.D.to.R,congress.senate,senate.D,senate.R,senate.I,senate.D.num,senate.R.num,senate.I.num,senate.ratio.D.to.R,electoral,electoral.num
kentucky,1980,Pres.Election,"4D, 3R",4D,3R,0,4,3,0,1.333,2D,2D,0,0,2,0,0,2.000,R,0
kentucky,1982,Mid.Terms,"4D, 3R",4D,3R,0,4,3,0,1.333,2D,2D,0,0,2,0,0,2.000,R,0
kentucky,1988,Pres.Election,"4D, 3R",4D,3R,0,4,3,0,1.333,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
kentucky,1990,Mid.Terms,"4D, 3R",4D,3R,0,4,3,0,1.333,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
kentucky,1992,Pres.Election,"4D, 3R",4D,3R,0,4,3,0,1.333,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
kentucky,2008,Pres.Election,"4R, 2D",2D,4R,0,2,4,0,0.500,2R,0,2R,0,0,2,0,0.000,R,0
kentucky,2010,Mid.Terms,"4R, 2D",2D,4R,0,2,4,0,0.500,2R,0,2R,0,0,2,0,0.000,R,0
kentucky,2000,Pres.Election,"5R, 1D",1D,5R,0,1,5,0,0.200,2R,0,2R,0,0,2,0,0.000,R,0
kentucky,2002,Mid.Terms,"5R, 1D",1D,5R,0,1,5,0,0.200,2R,0,2R,0,0,2,0,0.000,R,0
kentucky,2016,Pres.Election,"5R, 1D",1D,5R,0,1,5,0,0.200,2R,0,2R,0,0,2,0,0.000,R,0
kentucky,2016,Pres.Election,"5R, 1D",1D,5R,0,1,5,0,0.200,2R,0,2R,0,0,2,0,0.000,R,0
louisiana,1990,Mid.Terms,"4D, 4R",4D,4R,0,4,4,0,1.000,2D,2D,0,0,2,0,0,2.000,R,0
louisiana,1992,Pres.Election,"4D, 4R",4D,4R,0,4,4,0,1.000,2D,2D,0,0,2,0,0,2.000,D,1
louisiana,1994,Mid.Terms,"4D, 3R",4D,3R,0,4,3,0,1.333,2D,2D,0,0,2,0,0,2.000,D,1
louisiana,1980,Pres.Election,"5D, 3R",5D,3R,0,5,3,0,1.667,2D,2D,0,0,2,0,0,2.000,R,0
louisiana,1988,Pres.Election,"5D, 3R",5D,3R,0,5,3,0,1.667,2D,2D,0,0,2,0,0,2.000,R,0
louisiana,2000,Pres.Election,"5R, 2D",2D,5R,0,2,5,0,0.400,2D,2D,0,0,2,0,0,2.000,R,0
louisiana,2002,Mid.Terms,"5R, 2D",2D,5R,0,2,5,0,0.400,2D,2D,0,0,2,0,0,2.000,R,0
louisiana,2008,Pres.Election,"5R, 2D",2D,5R,0,2,5,0,0.400,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
louisiana,2016,Pres.Election,"5R, 1D",1D,5R,0,1,5,0,0.200,2R,0,2R,0,0,2,0,0.000,R,0
louisiana,1982,Mid.Terms,"6D, 2R",6D,2R,0,6,2,0,3.000,2D,2D,0,0,2,0,0,2.000,R,0
louisiana,2010,Mid.Terms,"6R, 1D",1D,6R,0,1,6,0,0.167,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
maine,1988,Pres.Election,"1D,1R",1D,1R,0,1,1,0,1.000,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
maine,1990,Mid.Terms,"1D,1R",1D,1R,0,1,1,0,1.000,1R,0,1R,0,0,1,0,0.000,R,0
maine,1992,Pres.Election,"1D,1R",1D,1R,0,1,1,0,1.000,2D,2D,0,0,2,0,0,2.000,D,1
maine,1994,Mid.Terms,"1D,1R",1D,1R,0,1,1,0,1.000,2D,2D,0,0,2,0,0,2.000,D,1
maine,2016,Pres.Election,"1D,1R",1D,1R,0,1,1,0,1.000,1I,0,0,1I,0,0,1,0.000,D,1
maine,2000,Pres.Election,2D,2D,0,0,2,0,0,2.000,2D,2D,0,0,2,0,0,2.000,D,1
maine,2002,Mid.Terms,2D,2D,0,0,2,0,0,2.000,1R,0,1R,0,0,1,0,0.000,D,1
maine,2008,Pres.Election,2D,2D,0,0,2,0,0,2.000,1R,0,1R,0,0,1,0,0.000,D,1
maine,2010,Mid.Terms,2D,2D,0,0,2,0,0,2.000,2D,2D,0,0,2,0,0,2.000,D,1
maine,1980,Pres.Election,2R,0,2R,0,0,2,0,0.000,2D,2D,0,0,2,0,0,2.000,R,0
maine,1982,Mid.Terms,2R,0,2R,0,0,2,0,0.000,2D,2D,0,0,2,0,0,2.000,R,0
maryland,1994,Mid.Terms,"4D, 4R",4D,4R,0,4,4,0,1.000,1D,1D,0,0,1,0,0,1.000,D,1
maryland,2000,Pres.Election,"4D, 4R",4D,4R,0,4,4,0,1.000,1D,1D,0,0,1,0,0,1.000,D,1
maryland,2002,Mid.Terms,"4D, 4R",4D,4R,0,4,4,0,1.000,1D,1D,0,0,1,0,0,1.000,D,1
maryland,1992,Pres.Election,"5D, 3R",5D,3R,0,5,3,0,1.667,1D,1D,0,0,1,0,0,1.000,D,1
maryland,1980,Pres.Election,"6D, 2R",6D,2R,0,6,2,0,3.000,1R,0,1R,0,0,1,0,0.000,D,1
maryland,1988,Pres.Election,"6D, 2R",6D,2R,0,6,2,0,3.000,2D,2D,0,0,2,0,0,2.000,R,0
maryland,1990,Mid.Terms,"6D, 2R",6D,2R,0,6,2,0,3.000,1D,1D,0,0,1,0,0,1.000,R,0
maryland,2008,Pres.Election,"6D, 2R",6D,2R,0,6,2,0,3.000,1D,1D,0,0,1,0,0,1.000,D,1
maryland,1982,Mid.Terms,"7D, 1R",7D,1R,0,7,1,0,7.000,2D,2D,0,0,2,0,0,2.000,D,1
maryland,2010,Mid.Terms,"7D, 1R",7D,1R,0,7,1,0,7.000,1D,1D,0,0,1,0,0,1.000,D,1
maryland,2016,Pres.Election,"7D, 1R",7D,1R,0,7,1,0,7.000,2D,2D,0,0,2,0,0,2.000,D,1
massachusetts,1980,Pres.Election,"10D,2R",10D,2R,0,10,2,0,5.000,2D,2D,0,0,2,0,0,2.000,D,1
massachusetts,1982,Mid.Terms,"10D,2R",10D,2R,0,10,2,0,5.000,2D,2D,0,0,2,0,0,2.000,D,1
massachusetts,1988,Pres.Election,"10D,1R",10D,1R,0,10,1,0,10.000,2D,2D,0,0,2,0,0,2.000,D,1
massachusetts,1990,Mid.Terms,"10D,1R",10D,1R,0,10,1,0,10.000,2D,2D,0,0,2,0,0,2.000,D,1
massachusetts,2000,Pres.Election,10D,10D,0,0,10,0,0,10.000,2D,2D,0,0,2,0,0,2.000,D,1
massachusetts,2002,Mid.Terms,10D,10D,0,0,10,0,0,10.000,2D,2D,0,0,2,0,0,2.000,D,1
massachusetts,2008,Pres.Election,10D,10D,0,0,10,0,0,10.000,2D,2D,0,0,2,0,0,2.000,D,1
massachusetts,2010,Mid.Terms,10D,10D,0,0,10,0,0,10.000,2D,2D,0,0,2,0,0,2.000,D,1
massachusetts,2010,Mid.Terms,10D,10D,0,0,10,0,0,10.000,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
massachusetts,1992,Pres.Election,11D,11D,0,0,11,0,0,11.000,2D,2D,0,0,2,0,0,2.000,D,1
massachusetts,1994,Mid.Terms,"8D,2R",8D,2R,0,8,2,0,4.000,2D,2D,0,0,2,0,0,2.000,D,1
massachusetts,2016,Pres.Election,9D,9D,0,0,9,0,0,9.000,2D,2D,0,0,2,0,0,2.000,D,1
massachusetts,2016,Mid.Terms,9D,9D,0,0,9,0,0,9.000,2D,2D,0,0,2,0,0,2.000,D,1
michigan,2000,Pres.Election,"10D, 6R",10D,6R,0,10,6,0,1.667,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
michigan,2010,Mid.Terms,"8D, 7R",8D,7R,0,8,7,0,1.143,2D,2D,0,0,2,0,0,2.000,D,1
michigan,2002,Mid.Terms,"9D, 7R",9D,7R,0,9,7,0,1.286,2D,2D,0,0,2,0,0,2.000,D,1
michigan,2008,Pres.Election,"9R, 6D",6D,9R,0,6,9,0,0.667,2D,2D,0,0,2,0,0,2.000,D,1
michigan,2016,Pres.Election,"9R, 5D",5D,9R,0,5,9,0,0.556,2D,2D,0,0,2,0,0,2.000,R,0
minnesota,1980,Pres.Election,"4DFL, 4R",4D,4R,0,4,4,0,1.000,2R,0,2R,0,0,2,0,0.000,D,1
minnesota,1988,Pres.Election,"5DFL, 3R",5D,3R,0,5,3,0,1.667,2R,0,2R,0,0,2,0,0.000,D,1
minnesota,1990,Mid.Terms,"5DFL, 3R",5D,3R,0,5,3,0,1.667,2R,0,2R,0,0,2,0,0.000,D,1
minnesota,2002,Mid.Terms,"5DFL, 3R",5D,3R,0,5,3,0,1.667,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
minnesota,2008,Pres.Election,"5DFL, 3R",5D,3R,0,5,3,0,1.667,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
minnesota,2010,Mid.Terms,"5DFL, 3R",5D,3R,0,5,3,0,1.667,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
minnesota,2016,Pres.Election,"5DFL, 3R",5D,3R,0,5,3,0,1.667,2R,0,2R,0,0,2,0,0.000,D,1
minnesota,1982,Mid.Terms,"5R, 3DFL",3D,5R,0,3,5,0,0.600,2R,0,2R,0,0,2,0,0.000,D,1
minnesota,1992,Pres.Election,"6DFL, 2R",6D,2R,0,6,2,0,3.000,2R,0,2R,0,0,2,0,0.000,D,1
minnesota,1994,Mid.Terms,"6DFL, 2R",6D,2R,0,6,2,0,3.000,2R,0,2R,0,0,2,0,0.000,D,1
minnesota,2000,Pres.Election,"6DFL, 2R",6D,2R,0,6,2,0,3.000,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
mississippi,1980,Pres.Election,"3D, 2R",3D,2R,0,3,2,0,1.500,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
mississippi,2000,Pres.Election,"3D, 2R",3D,2R,0,3,2,0,1.500,2R,0,2R,0,0,2,0,0.000,R,0
mississippi,2002,Mid.Terms,"3D, 2R",3D,2R,0,3,2,0,1.500,2R,0,2R,0,0,2,0,0.000,R,0
mississippi,2008,Pres.Election,"3D, 1R",3D,1R,0,3,1,0,3.000,2R,0,2R,0,0,2,0,0.000,R,0
mississippi,2010,Mid.Terms,"3D, 1R",3D,1R,0,3,1,0,3.000,2R,0,2R,0,0,2,0,0.000,R,0
mississippi,2016,Pres.Election,"3R, 1D",1D,3R,0,1,3,0,0.333,2R,0,2R,0,0,2,0,0.000,R,0
mississippi,1982,Mid.Terms,"4D, 1R",4D,1R,0,4,1,0,4.000,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
mississippi,1988,Pres.Election,"4D, 1R",4D,1R,0,4,1,0,4.000,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
mississippi,1990,Mid.Terms,5D,5D,0,0,5,0,0,5.000,2R,0,2R,0,0,2,0,0.000,R,0
mississippi,1992,Pres.Election,5D,5D,0,0,5,0,0,5.000,2R,0,2R,0,0,2,0,0.000,R,0
mississippi,1994,Mid.Terms,5D,5D,0,0,5,0,0,5.000,2R,0,2R,0,0,2,0,0.000,R,0
missouri,1988,Pres.Election,"5D, 4R",5D,4R,0,5,4,0,1.250,1R,0,1R,0,0,1,0,0.000,R,0
missouri,1990,Mid.Terms,"5D, 4R",5D,4R,0,5,4,0,1.250,2D,2D,0,0,2,0,0,2.000,R,0
missouri,2000,Pres.Election,"5D, 4R",5D,4R,0,5,4,0,1.250,1R,0,1R,0,0,1,0,0.000,R,0
missouri,2002,Mid.Terms,"5R, 4D",4D,5R,0,4,5,0,0.800,1D,1D,0,0,1,0,0,1.000,R,0
missouri,2008,Pres.Election,"5R, 4D",4D,5R,0,4,5,0,0.800,1D,1D,0,0,1,0,0,1.000,R,0
missouri,2010,Mid.Terms,"5R, 4D",4D,5R,0,4,5,0,0.800,1D,1D,0,0,1,0,0,1.000,R,0
missouri,1982,Mid.Terms,"6D, 4R",6D,4R,0,6,4,0,1.500,2D,2D,0,0,2,0,0,2.000,R,0
missouri,1992,Pres.Election,"6D, 3R",6D,3R,0,6,3,0,2.000,2D,2D,0,0,2,0,0,2.000,D,1
missouri,1994,Mid.Terms,"6D, 3R",6D,3R,0,6,3,0,2.000,1R,0,1R,0,0,1,0,0.000,D,1
missouri,1994,Mid.Terms,"6D, 3R",6D,3R,0,6,3,0,2.000,1R,0,1R,0,0,1,0,0.000,D,1
missouri,2016,Pres.Election,"6R, 2D",2D,6R,0,2,6,0,0.333,1R,0,1R,0,0,1,0,0.000,R,0
missouri,1980,Pres.Election,"8D, 2R",8D,2R,0,8,2,0,4.000,1D,1D,0,0,1,0,0,1.000,R,0
montana,1980,Pres.Election,"1D, 1R",1D,1R,0,1,1,0,1.000,2D,2D,0,0,2,0,0,2.000,R,0
montana,1982,Mid.Terms,"1D, 1R",1D,1R,0,1,1,0,1.000,2D,2D,0,0,2,0,0,2.000,R,0
montana,1988,Pres.Election,"1D, 1R",1D,1R,0,1,1,0,1.000,2D,2D,0,0,2,0,0,2.000,R,0
montana,1990,Mid.Terms,"1D, 1R",1D,1R,0,1,1,0,1.000,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
montana,1992,Pres.Election,"1D, 1R",1D,1R,0,1,1,0,1.000,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
montana,1994,Mid.Terms,1D,1D,0,0,1,0,0,1.000,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
montana,2000,Pres.Election,1R,0,1R,0,0,1,0,0.000,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
montana,2002,Mid.Terms,1R,0,1R,0,0,1,0,0.000,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
montana,2008,Pres.Election,1R,0,1R,0,0,1,0,0.000,2D,2D,0,0,2,0,0,2.000,R,0
montana,2010,Mid.Terms,1R,0,1R,0,0,1,0,0.000,2D,2D,0,0,2,0,0,2.000,R,0
montana,2016,Pres.Election,1R,0,1R,0,0,1,0,0.000,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
nebraska,1980,Pres.Election,"2R, 1D",1D,2R,0,1,2,0,0.500,2D,2D,0,0,2,0,0,2.000,R,0
nebraska,1990,Mid.Terms,"2R, 1D",1D,2R,0,1,2,0,0.500,2D,2D,0,0,2,0,0,2.000,R,0
nebraska,1992,Pres.Election,"2R, 1D",1D,2R,0,1,2,0,0.500,2D,2D,0,0,2,0,0,2.000,R,0
nebraska,1994,Mid.Terms,"2R, 1D",1D,2R,0,1,2,0,0.500,2D,2D,0,0,2,0,0,2.000,R,0
nebraska,2016,Pres.Election,"2R, 1D",1D,2R,0,1,2,0,0.500,2R,0,2R,0,0,2,0,0.000,R,0
nebraska,1982,Mid.Terms,3R,0,3R,0,0,3,0,0.000,2D,2D,0,0,2,0,0,2.000,R,0
nebraska,1988,Pres.Election,3R,0,3R,0,0,3,0,0.000,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
nebraska,2000,Pres.Election,3R,0,3R,0,0,3,0,0.000,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
nebraska,2002,Mid.Terms,3R,0,3R,0,0,3,0,0.000,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
nebraska,2008,Pres.Election,3R,0,3R,0,0,3,0,0.000,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
nebraska,2010,Mid.Terms,3R,0,3R,0,0,3,0,0.000,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
nevada,1980,Pres.Election,1D,1D,0,0,1,0,0,1.000,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
nevada,1982,Mid.Terms,1D,1D,0,0,1,0,0,1.000,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
nevada,1988,Pres.Election,"1D, 1R",1D,1R,0,1,1,0,1.000,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
nevada,1990,Mid.Terms,"1D, 1R",1D,1R,0,1,1,0,1.000,2D,2D,0,0,2,0,0,2.000,R,0
nevada,1992,Pres.Election,"1D, 1R",1D,1R,0,1,1,0,1.000,2D,2D,0,0,2,0,0,2.000,D,1
nevada,1994,Mid.Terms,"1D, 1R",1D,1R,0,1,1,0,1.000,2D,2D,0,0,2,0,0,2.000,D,1
nevada,2000,Pres.Election,"1R, 1D",1D,1R,0,1,1,0,1.000,2D,2D,0,0,2,0,0,2.000,R,0
nevada,2002,Mid.Terms,"1R, 1D",1D,1R,0,1,1,0,1.000,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
nevada,2010,Mid.Terms,"2D, 1R",2D,1R,0,2,1,0,2.000,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
nevada,2008,Pres.Election,"2R, 1D",1D,2R,0,1,2,0,0.500,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
nevada,2016,Pres.Election,"3R, 1D",1D,3R,0,1,3,0,0.333,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
new hampshire,1980,Pres.Election,"2D,2R",2D,2R,0,2,2,0,1.000,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
new hampshire,1982,Mid.Terms,"2D,2R",2D,2R,0,2,2,0,1.000,2R,0,2R,0,0,2,0,0.000,R,0
new hampshire,1992,Pres.Election,"2D,2R",2D,2R,0,2,2,0,1.000,2R,0,2R,0,0,2,0,0.000,D,1
new hampshire,1994,Mid.Terms,"2D,2R",2D,2R,0,2,2,0,1.000,2R,0,2R,0,0,2,0,0.000,D,1
new hampshire,2016,Pres.Election,"2D,2R",2D,2R,0,2,2,0,1.000,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
new hampshire,2008,Pres.Election,4D,4D,0,0,4,0,0,4.000,2R,0,2R,0,0,2,0,0.000,D,1
new hampshire,2010,Mid.Terms,4D,4D,0,0,4,0,0,4.000,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
new hampshire,1988,Pres.Election,4R,0,4R,0,0,4,0,0.000,2R,0,2R,0,0,2,0,0.000,R,0
new hampshire,1990,Mid.Terms,4R,0,4R,0,0,4,0,0.000,2R,0,2R,0,0,2,0,0.000,R,0
new hampshire,2000,Pres.Election,4R,0,4R,0,0,4,0,0.000,2R,0,2R,0,0,2,0,0.000,R,0
new hampshire,2002,Mid.Terms,4R,0,4R,0,0,4,0,0.000,2R,0,2R,0,0,2,0,0.000,R,0
new jersey,1980,Pres.Election,"10D, 5R",10D,5R,0,10,5,0,2.000,2D,2D,0,0,2,0,0,2.000,R,0
new jersey,2016,Pres.Election,"6D, 6R",6D,6R,0,6,6,0,1.000,2D,2D,0,0,2,0,0,2.000,D,1
new jersey,1994,Mid.Terms,"7D, 6R",7D,6R,0,7,6,0,1.167,2D,2D,0,0,2,0,0,2.000,D,1
new jersey,2000,Pres.Election,"7D, 6R",7D,6R,0,7,6,0,1.167,2D,2D,0,0,2,0,0,2.000,D,1
new jersey,2002,Mid.Terms,"7D, 6R",7D,6R,0,7,6,0,1.167,2D,2D,0,0,2,0,0,2.000,D,1
new jersey,2008,Pres.Election,"7D, 6R",7D,6R,0,7,6,0,1.167,2D,2D,0,0,2,0,0,2.000,D,1
new jersey,1982,Mid.Terms,"8D, 7R",8D,7R,0,8,7,0,1.143,2D,2D,0,0,2,0,0,2.000,R,0
new jersey,1982,Mid.Terms,"8D, 7R",8D,7R,0,8,7,0,1.143,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
new jersey,1988,Pres.Election,"8D, 6R",8D,6R,0,8,6,0,1.333,2D,2D,0,0,2,0,0,2.000,R,0
new jersey,1990,Mid.Terms,"8D, 6R",8D,6R,0,8,6,0,1.333,2D,2D,0,0,2,0,0,2.000,R,0
new jersey,1992,Pres.Election,"8D, 6R",8D,6R,0,8,6,0,1.333,2D,2D,0,0,2,0,0,2.000,D,1
new jersey,2010,Mid.Terms,"8D, 5R",8D,5R,0,8,5,0,1.600,2D,2D,0,0,2,0,0,2.000,D,1
new mexico,1980,Pres.Election,"1R, 1D",1D,1R,0,1,1,0,1.000,2R,0,2R,0,0,2,0,0.000,R,0
new mexico,2016,Pres.Election,"2D, 1R",2D,1R,0,2,1,0,2.000,2D,2D,0,0,2,0,0,2.000,D,1
new mexico,1982,Mid.Terms,2R,0,2R,0,0,2,0,0.000,2R,0,2R,0,0,2,0,0.000,R,0
new mexico,1988,Pres.Election,"2R, 1D",1D,2R,0,1,2,0,0.500,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
new mexico,1990,Mid.Terms,"2R, 1D",1D,2R,0,1,2,0,0.500,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
new mexico,1992,Pres.Election,"2R, 1D",1D,2R,0,1,2,0,0.500,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
new mexico,1994,Mid.Terms,"2R, 1D",1D,2R,0,1,2,0,0.500,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
new mexico,2000,Pres.Election,"2R, 1D",1D,2R,0,1,2,0,0.500,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
new mexico,2002,Mid.Terms,"2R, 1D",1D,2R,0,1,2,0,0.500,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
new mexico,2008,Pres.Election,"2R, 1D",1D,2R,0,1,2,0,0.500,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
new mexico,2010,Mid.Terms,3D,3D,0,0,3,0,0,3.000,2D,2D,0,0,2,0,0,2.000,D,1
new york,1994,Mid.Terms,"18D, 13R",18D,3R,0,18,3,0,6.000,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
new york,2016,Pres.Election,"18D, 9R",18D,9R,0,18,9,0,2.000,2D,2D,0,0,2,0,0,2.000,D,1
new york,2000,Pres.Election,"19D, 12R",19D,2R,0,19,2,0,9.500,2D,2D,0,0,2,0,0,2.000,D,1
new york,2002,Mid.Terms,"19D, 12R",19D,2R,0,19,2,0,9.500,2D,2D,0,0,2,0,0,2.000,D,1
new york,1988,Pres.Election,"20D, 14R",20D,4R,0,20,4,0,5.000,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
new york,1990,Mid.Terms,"21D, 13R",21D,3R,0,21,3,0,7.000,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
new york,1992,Pres.Election,"21D, 13R",21D,3R,0,21,3,0,7.000,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
new york,1982,Mid.Terms,"22D, 17R",22D,7R,0,22,7,0,3.143,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
new york,2008,Pres.Election,"23D, 6R",23D,6R,0,23,6,0,3.833,2D,2D,0,0,2,0,0,2.000,D,1
new york,1980,Pres.Election,"26D, 13R",26D,3R,0,26,3,0,8.667,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
north carolina,2016,Pres.Election,"10R, 3D",3D,10R,0,3,10,0,0.300,2R,0,2R,0,0,2,0,0.000,R,0
north carolina,1982,Mid.Terms,"7D, 4R",7D,4R,0,7,4,0,1.750,2R,0,2R,0,0,2,0,0.000,R,0
north carolina,1992,Pres.Election,"7D, 4R",7D,4R,0,7,4,0,1.750,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
north carolina,2008,Pres.Election,"7D, 6R",7D,6R,0,7,6,0,1.167,2R,0,2R,0,0,2,0,0.000,R,0
north carolina,2000,Pres.Election,"7R, 5D",5D,7R,0,5,7,0,0.714,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
north carolina,2002,Mid.Terms,"7R, 5D",5D,7R,0,5,7,0,0.714,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
north carolina,1988,Pres.Election,"8D, 3R",8D,3R,0,8,3,0,2.667,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
north carolina,1990,Mid.Terms,"8D, 3R",8D,3R,0,8,3,0,2.667,"1D,1R",1D,1R,0,1,1,0,1.000,R,0
north carolina,1994,Mid.Terms,"8D, 4R",8D,4R,0,8,4,0,2.000,2R,0,2R,0,0,2,0,0.000,R,0
north carolina,2010,Mid.Terms,"8D, 5R",8D,5R,0,8,5,0,1.600,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
north carolina,1980,Pres.Election,"9D, 2R",9D,2R,0,9,2,0,4.500,"1D,1R",1D,1R,0,1,1,0,1.000,D,1
north dakota,1982,Mid.Terms,0,0,1R,0,0,1,0,0.000,2R,0,2R,0,0,2,0,0.000,R,0
north dakota,1988,Pres.Election,0,0,1R,0,0,1,0,0.000,2R,0,2R,0,0,2,0,0.000,R,0
