state,year,,congress.house,house.D,house.R,h.D.num,H.R.num,H.to.D,H.to.R,Senate,senate.D,senate.R,senate.D.num,senate.R.num,S.to.D,S.to.R,electoral,Elec.Num
new mexico,1992,1,"2R, 1D",1D,2R,1,2,0.33,0.67,"1D,1R",1,R,1,1,1,1,D,1
new mexico,1994,1,"2R, 1D",1D,2R,1,2,0.33,0.67,"1D,1R",1,R,1,1,1,1,D,1
new mexico,1996,1,"2R, 1D",1D,2R,1,2,0.33,0.67,"1D,1R",1,R,1,1,1,1,D,1
new mexico,1998,1,3R,0,3R,0,3,0.00,1.00,"1D,1R",1,R,1,1,1,1,D,1
new mexico,2000,1,"2R, 1D",1D,2R,1,2,0.33,0.67,"1D,1R",1,R,1,1,1,1,D,1
new mexico,2002,1,"2R, 1D",1D,2R,1,2,0.33,0.67,"1D,1R",1,R,1,1,1,1,D,1
new mexico,2004,1,"2R, 1D",1D,2R,1,2,0.33,0.67,"1D,1R",1,R,1,1,1,1,R,0
new mexico,2006,1,"2R, 1D",1D,2R,1,2,0.33,0.67,"1D,1R",1,R,1,1,1,1,R,0
new mexico,2008,1,"2R, 1D",1D,2R,1,2,0.33,0.67,"1D,1R",1,R,1,1,1,1,D,1
new mexico,2010,1,3D,3D,0,3,0,1.00,0.00,2D,2,D,2,1,1,1,D,1
new mexico,2012,1,"2D, 1R",2D,1R,2,1,0.67,0.33,2D,2,D,2,1,1,1,D,1
new mexico,2014,1,"2D, 1R",2D,1R,2,1,0.67,0.33,2D,2,D,2,1,1,1,D,1
new mexico,2016,1,"2D, 1R",2D,1R,2,1,0.67,0.33,2D,2,D,2,1,1,1,D,1
new york,1980,1,"26D, 13R",26D,13R,26,13,0.67,0.33,"1D,1R",1,R,1,1,1,1,R,0
new york,1982,1,"22D, 17R",22D,17R,22,17,0.56,0.44,"1D,1R",1,R,1,1,1,1,R,0
new york,1984,1,"20D, 14R",20D,14R,20,14,0.59,0.41,"1D,1R",1,R,1,1,1,1,R,0
new york,1986,1,"19D, 15R",19D,15R,19,15,0.56,0.44,"1D,1R",1,R,1,1,1,1,R,0
new york,1988,1,"20D, 14R",20D,14R,20,14,0.59,0.41,"1D,1R",1,R,1,1,1,1,D,1
new york,1990,1,"21D, 13R",21D,13R,21,13,0.62,0.38,"1D,1R",1,R,1,1,1,1,D,1
new york,1992,1,"21D, 13R",21D,13R,21,13,0.62,0.38,"1D,1R",1,R,1,1,1,1,D,1
new york,1994,1,"18D, 13R",18D,13R,18,13,0.58,0.42,"1D,1R",1,R,1,1,1,1,D,1
new york,1996,1,"17D, 14R",17D,14R,17,14,0.55,0.45,"1D,1R",1,R,1,1,1,1,D,1
new york,1998,1,"18D, 13R",18D,13R,18,13,0.58,0.42,"1D,1R",1,R,1,1,1,1,D,1
new york,2000,1,"19D, 12R",19D,12R,19,12,0.61,0.39,2D,2,D,2,0,1,0,D,1
new york,2002,1,"19D, 12R",19D,12R,19,12,0.61,0.39,2D,2,D,2,0,1,0,D,1
new york,2004,1,"19D, 10R",19D,10R,19,10,0.66,0.34,2D,2,D,2,0,1,0,D,1
new york,2006,1,"20D, 9R",20D, 9R,20,0,1.00,0.00,2D,2,D,2,0,1,0,D,1
new york,2008,1,"23D, 6R",23D, 6R,23,0,1.00,0.00,2D,2,D,2,0,1,0,D,1
new york,2012,1,"21D, 8R",21D, 8R,21,0,1.00,0.00,2D,2,D,2,0,1,0,D,1
new york,2014,1,"21D, 6R",21D, 6R,21,0,1.00,0.00,2D,2,D,2,0,1,0,D,1
new york,2016,1,"18D, 9R",18D, 9R,18,0,1.00,0.00,2D,2,D,2,0,1,0,D,1
north carolina,1980,1,"9D, 2R",9D, 2R,9,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,D,1
north carolina,1982,1,"7D, 4R",7D,4R,7,4,0.64,0.36,2R,2,R,2,0,1,0,R,0
north carolina,1984,1,"9D, 2R",9D,2R,9,2,0.82,0.18,2R,2,R,2,0,1,0,R,0
north carolina,1986,1,"6D, 5R",6D,5R,6,5,0.55,0.45,2R,2,R,2,0,1,0,R,0
north carolina,1988,1,"8D, 3R",8D,3R,8,3,0.73,0.27,"1D,1R",1,R,1,1,1,1,R,0
north carolina,1990,1,"8D, 3R",8D,3R,8,3,0.73,0.27,"1D,1R",1,R,1,1,1,1,R,0
north carolina,1992,1,"7D, 4R",7D,4R,7,4,0.64,0.36,"1D,1R",1,R,1,1,1,1,R,0
north carolina,1994,1,"8D, 4R",8D,4R,8,4,0.67,0.33,2R,2,R,2,0,1,0,R,0
north carolina,1996,1,"8R, 4D",4D,8R,4,8,0.33,0.67,2R,2,R,2,0,1,0,R,0
north carolina,1998,1,"6R, 6D",6D,6R,6,6,0.50,0.50,2R,2,R,2,0,1,0,R,0
north carolina,2000,1,"7R, 5D",5D,7R,5,7,0.42,0.58,"1D,1R",1,R,1,1,1,1,R,0
north carolina,2002,1,"7R, 5D",5D,7R,5,7,0.42,0.58,"1D,1R",1,R,1,1,1,1,R,0
north carolina,2004,1,"7R, 6D",6D,7R,6,7,0.46,0.54,"1D,1R",1,R,1,1,1,1,R,0
north carolina,2006,1,"7R, 6D",6D,7R,6,7,0.46,0.54,2R,2,R,2,0,1,0,R,0
north carolina,2008,1,"7D, 6R",7D,6R,7,6,0.54,0.46,2R,2,R,2,0,1,0,R,0
north carolina,2010,1,"8D, 5R",8D,5R,8,5,0.62,0.38,"1D,1R",1,R,1,1,1,1,D,1
north carolina,2012,1,"7D, 6R",7D,6R,7,6,0.54,0.46,"1D,1R",1,R,1,1,1,1,D,1
north carolina,2014,1,"9R, 4D",4D,9R,4,9,0.31,0.69,"1D,1R",1,R,1,1,1,1,R,0
north carolina,2016,1,"10R, 3D",3D,10R,3,10,0.23,0.77,2R,2,R,2,0,1,0,R,0
north dakota,1980,1,1R,0,1R,0,1,0.00,1.00,"2u,1c,2i,1R,1k,2n,1e,1r,1L,1B,1P,2N,1Q,1d,1D,1t",2,t,2,0,1,0,R,0
north dakota,1982,1,1R,0,2R,0,2,0.00,1.00,"2u,1c,2i,1R,1k,2n,1e,1r,1L,1B,1P,2N,1Q,1d,1D,1t",2,t,2,0,1,0,R,0
north dakota,1984,1,1R,0,2R,0,2,0.00,1.00,"2u,1c,2i,1R,1k,2n,1e,1r,1L,1B,1P,2N,1Q,1d,1D,1t",2,t,2,0,1,0,R,0
north dakota,1986,1,1R,0,2R,0,2,0.00,1.00,"2u,1c,2i,1R,1k,2n,1e,1r,1L,1B,1P,2N,1Q,1d,1D,1t",2,t,2,0,1,0,R,0
north dakota,1988,1,1R,0,2R,0,2,0.00,1.00,"2u,1c,2i,1C,1k,1a,4n,2e,2r,2L,1K,1B,2P,1o,3N,1Q,2d,2D,2t",2,t,2,0,1,0,R,0
north dakota,1990,1,1R,0,2R,0,2,0.00,1.00,"2u,1c,2i,1C,1k,1a,4n,2e,2r,2L,1K,1B,2P,1o,3N,1Q,2d,2D,2t",2,t,2,0,1,0,R,0
north dakota,1992,1,1R,0,2R,0,2,0.00,1.00,"2c,1u,1i,1C,1J,3n,2e,2L,1a,1K,1B,2D,1y,2P,2N,1k,2d,2o,1l,1t,2r",2,r,2,0,1,0,R,0
north dakota,1994,1,1R,0,2R,0,2,0.00,1.00,"1C,2a,4n,1e,3r,2L,3D,2P,1B,1y,2N,1K,1g,1d,3o,1t",1,t,1,1,1,1,R,0
north dakota,1996,1,1R,0,2R,0,2,0.00,1.00,"1C,2a,4n,1e,3r,2L,3D,2P,1B,1y,2N,1K,1g,1d,3o,1t",1,t,1,1,1,1,R,0
north dakota,1998,1,1R,0,2R,0,2,0.00,1.00,"1C,2a,4n,1e,3r,2L,3D,2P,1B,1y,2N,1K,1g,1d,3o,1t",1,t,1,1,1,1,R,0
north dakota,2000,1,1R,0,2R,0,2,0.00,1.00,"1C,2a,4n,1e,3r,2L,3D,2P,1B,1y,2N,1K,1g,1d,3o,1t",1,t,1,1,1,1,R,0
north dakota,2002,1,1R,0,2R,0,2,0.00,1.00,"1C,2a,4n,1e,3r,2L,3D,2P,1B,1y,2N,1K,1g,1d,3o,1t",1,t,1,1,1,1,R,0
north dakota,2004,1,1R,0,2R,0,2,0.00,1.00,"1C,2a,4n,1e,3r,2L,3D,2P,1B,1y,2N,1K,1g,1d,3o,1t",1,t,1,1,1,1,R,0
north dakota,2006,1,1R,0,2R,0,2,0.00,1.00,"1C,2a,4n,1e,3r,2L,3D,2P,1B,1y,2N,1K,1g,1d,3o,1t",1,t,1,1,1,1,R,0
north dakota,2008,1,1R,0,2R,0,2,0.00,1.00,"1C,2a,4n,1e,3r,2L,3D,2P,1B,1y,2N,1K,1g,1d,3o,1t",1,t,1,1,1,1,R,0
north dakota,2010,1,1R,0,2R,0,2,0.00,1.00,"1C,2a,4n,1e,3r,2L,3D,2P,1B,1y,2N,1K,1g,1d,3o,1t",1,t,1,1,1,1,R,0
north dakota,2012,1,1R,0,1R,0,1,0.00,1.00,"1R,1C,1a,2n,1e,1r,1L,1D,1P,1N,1K,1d,1o,1t",1,t,1,1,1,1,R,0
north dakota,2014,1,1R,0,1R,0,1,0.00,1.00,"3i,1N,1R,2e,1L,1m,2H,1D,1P,1p,1k,1d,1a,1t",3,t,2,0,1,0,R,0
north dakota,2016,1,1R,0,1R,0,1,0.00,1.00,"3i,1N,1R,2e,1L,1m,2H,1D,1P,1p,1k,1d,1a,1t",3,t,2,0,1,0,R,0
ohio,1980,1,"13R, 10D",10D,13R,10,13,0.43,0.57,2D,2,D,2,0,1,0,R,0
ohio,1982,1,"13R, 10D",10D,13R,10,13,0.43,0.57,2D,2,D,2,0,1,0,R,0
ohio,1984,1,"11R, 10D",10D,11R,10,11,0.48,0.52,2D,2,D,2,0,1,0,R,0
ohio,1986,1,"11D, 10R",11D,0R,11,0,1.00,0.00,2D,2,D,2,0,1,0,R,0
ohio,1988,1,"11D, 10R",11D,0R,11,0,1.00,0.00,2D,2,D,2,0,1,0,R,0
ohio,1990,1,"11D, 10R",11D,0R,11,0,1.00,0.00,2D,2,D,2,0,1,0,R,0
ohio,1992,1,"11D, 10R",11D,0R,11,0,1.00,0.00,2D,2,D,2,0,1,0,D,1
ohio,1994,1,"10D, 9R",10D,9R,10,9,0.53,0.47,2D,2,D,2,0,1,0,D,1
ohio,1996,1,"13R, 6D", 6D,13R,6,13,0.32,0.68,"1D,1R",1,R,1,1,1,1,D,1
ohio,1998,1,"11R, 8D", 8D,11R,8,11,0.42,0.58,"1D,1R",1,R,1,1,1,1,D,1
ohio,2000,1,"11R, 8D", 8D,11R,8,11,0.42,0.58,2R,2,R,2,0,1,0,R,0
ohio,2002,1,"11R, 8D", 8D,11R,8,11,0.42,0.58,2R,2,R,2,0,1,0,R,0
ohio,2004,1,"12R, 6D", 6D,12R,6,12,0.33,0.67,2R,2,R,2,0,1,0,R,0
ohio,2006,1,"12R, 6D", 6D,12R,6,12,0.33,0.67,2R,2,R,2,0,1,0,R,0
ohio,2008,1,"11R, 7D", 7D,11R,7,11,0.39,0.61,"1D,1R",1,R,1,1,1,1,D,1
ohio,2010,1,"10D, 8R",10D,8R,10,8,0.56,0.44,"1D,1R",1,R,1,1,1,1,D,1
ohio,2012,1,"13R, 5D", 5D,13R,5,13,0.28,0.72,"1D,1R",1,R,1,1,1,1,D,1
ohio,2014,1,"12R, 4D", 4D,12R,4,12,0.25,0.75,"1D,1R",1,R,1,1,1,1,D,1
ohio,2016,1,"12R, 4D", 4D,12R,4,12,0.25,0.75,"1D,1R",1,R,1,1,1,1,R,0
oklahoma,1980,1,"5D, 1R",5D,1R,5,1,0.83,0.17,"1D,1R",1,R,1,1,1,1,R,0
oklahoma,1982,1,"5D, 1R",5D,1R,5,1,0.83,0.17,"1D,1R",1,R,1,1,1,1,R,0
oklahoma,1984,1,"5D, 1R",5D,1R,5,1,0.83,0.17,"1D,1R",1,R,1,1,1,1,R,0
oklahoma,1986,1,"5D, 1R",5D,1R,5,1,0.83,0.17,"1D,1R",1,R,1,1,1,1,R,0
oklahoma,1988,1,"4D, 2R",4D,2R,4,2,0.67,0.33,"1D,1R",1,R,1,1,1,1,R,0
oklahoma,1990,1,"4D, 2R",4D,2R,4,2,0.67,0.33,"1D,1R",1,R,1,1,1,1,R,0
oklahoma,1992,1,"4D, 2R",4D,2R,4,2,0.67,0.33,"1D,1R",1,R,1,1,1,1,R,0
oklahoma,1994,1,"4D, 2R",4D,2R,4,2,0.67,0.33,"1D,1R",1,R,1,1,1,1,R,0
oklahoma,1996,1,"5R, 1D",1D,5R,1,5,0.17,0.83,2R,2,R,2,0,1,0,R,0
oklahoma,1998,1,6R,0,6R,0,6,0.00,1.00,2R,2,R,2,0,1,0,R,0
oklahoma,2000,1,6R,0,6R,0,6,0.00,1.00,2R,2,R,2,0,1,0,R,0
oklahoma,2002,1,"5R, 1D",1D,5R,1,5,0.17,0.83,2R,2,R,2,0,1,0,R,0
oklahoma,2004,1,"4R, 1D",1D,4R,1,4,0.20,0.80,2R,2,R,2,0,1,0,R,0
oklahoma,2006,1,"4R, 1D",1D,4R,1,4,0.20,0.80,2R,2,R,2,0,1,0,R,0
oklahoma,2008,1,"4R, 1D",1D,4R,1,4,0.20,0.80,2R,2,R,2,0,1,0,R,0
oklahoma,2010,1,"4R, 1D",1D,4R,1,4,0.20,0.80,2R,2,R,2,0,1,0,R,0
oklahoma,2012,1,"4R, 1D",1D,4R,1,4,0.20,0.80,2R,2,R,2,0,1,0,R,0
oklahoma,2014,1,5R,0,5R,0,5,0.00,1.00,2R,2,R,2,0,1,0,R,0
oklahoma,2016,1,5R,0,5R,0,5,0.00,1.00,2R,2,R,2,0,1,0,R,0
oregon,1980,1,4D,4D,0,4,0,1.00,0.00,2R,2,R,2,0,1,0,R,0
oregon,1982,1,"3D, 1R",3D,1R,3,1,0.75,0.25,2R,2,R,2,0,1,0,R,0
oregon,1984,1,"3D, 2R",3D,2R,3,2,0.60,0.40,2R,2,R,2,0,1,0,R,0
oregon,1986,1,"3D, 2R",3D,2R,3,2,0.60,0.40,2R,2,R,2,0,1,0,R,0
oregon,1988,1,"3D, 2R",3D,2R,3,2,0.60,0.40,2R,2,R,2,0,1,0,D,1
oregon,1990,1,"3D, 2R",3D,2R,3,2,0.60,0.40,2R,2,R,2,0,1,0,D,1
oregon,1992,1,"4D, 1R",4D,1R,4,1,0.80,0.20,2R,2,R,2,0,1,0,D,1
oregon,1994,1,"4D, 1R",4D,1R,4,1,0.80,0.20,2R,2,R,2,0,1,0,D,1
oregon,1996,1,"3D, 2R",3D,2R,3,2,0.60,0.40,2R,2,R,2,0,1,0,D,1
oregon,1998,1,"4D, 1R",4D,1R,4,1,0.80,0.20,"1D,1R",1,R,1,1,1,1,D,1
oregon,2000,1,"4D, 1R",4D,1R,4,1,0.80,0.20,"1D,1R",1,R,1,1,1,1,D,1
oregon,2002,1,"4D, 1R",4D,1R,4,1,0.80,0.20,"1D,1R",1,R,1,1,1,1,D,1
oregon,2004,1,"4D, 1R",4D,1R,4,1,0.80,0.20,"1D,1R",1,R,1,1,1,1,D,1
oregon,2006,1,"4D, 1R",4D,1R,4,1,0.80,0.20,"1D,1R",1,R,1,1,1,1,D,1
oregon,2008,1,"4D, 1R",4D,1R,4,1,0.80,0.20,"1D,1R",1,R,1,1,1,1,D,1
oregon,2010,1,"4D, 1R",4D,1R,4,1,0.80,0.20,2D,2,D,2,0,1,0,D,1
oregon,2012,1,"4D, 1R",4D,1R,4,1,0.80,0.20,2D,2,D,2,0,1,0,D,1
oregon,2014,1,"4D, 1R",4D,1R,4,1,0.80,0.20,2D,2,D,2,0,1,0,D,1
oregon,2016,1,"4D, 1R",4D,1R,4,1,0.80,0.20,2D,2,D,2,0,1,0,D,1
pennsylvania,1980,1,"15D, 10R",15D,0R,15,0,1.00,0.00,2R,2,R,2,0,1,0,R,0
pennsylvania,1982,1,"13D, 12R",13D,2R,13,2,0.87,0.13,2R,2,R,2,0,1,0,R,0
pennsylvania,1984,1,"13D, 10R",13D,0R,13,0,1.00,0.00,2R,2,R,2,0,1,0,R,0
pennsylvania,1986,1,"13D, 10R",13D,0R,13,0,1.00,0.00,2R,2,R,2,0,1,0,R,0
pennsylvania,1988,1,"12D, 11R",12D,1R,12,1,0.92,0.08,2R,2,R,2,0,1,0,R,0
pennsylvania,1990,1,"12D, 11R",12D,1R,12,1,0.92,0.08,2R,2,R,2,0,1,0,R,0
pennsylvania,1992,1,"12R, 11D",11D,12R,11,12,0.48,0.52,"1D,1R",1,R,1,1,1,1,D,1
pennsylvania,1994,1,"11D, 10R",11D,0R,11,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,D,1
pennsylvania,1996,1,"11D, 10R",11D,0R,11,0,1.00,0.00,2R,2,R,2,0,1,0,D,1
pennsylvania,1998,1,"11D, 10R",11D,0R,11,0,1.00,0.00,2R,2,R,2,0,1,0,D,1
pennsylvania,2000,1,"11D, 10R",11D,0R,11,0,1.00,0.00,2R,2,R,2,0,1,0,D,1
pennsylvania,2002,1,"11R, 10D",10D,11R,10,11,0.48,0.52,2R,2,R,2,0,1,0,D,1
pennsylvania,2004,1,"12R, 7D",7D,12R,7,12,0.37,0.63,2R,2,R,2,0,1,0,D,1
pennsylvania,2006,1,"12R, 7D",7D,12R,7,12,0.37,0.63,2R,2,R,2,0,1,0,D,1
pennsylvania,2008,1,"11D, 8R",11D,8R,11,8,0.58,0.42,"1D,1R",1,R,1,1,1,1,D,1
pennsylvania,2010,1,"12D, 7R",12D,7R,12,7,0.63,0.37,2D,2,D,2,0,1,0,D,1
pennsylvania,2012,1,"12R, 7D",7D,12R,7,12,0.37,0.63,"1D,1R",1,R,1,1,1,1,D,1
pennsylvania,2014,1,"13R, 5D",5D,13R,5,13,0.28,0.72,"1D,1R",1,R,1,1,1,1,D,1
pennsylvania,2016,1,"13R, 5D",5D,13R,5,13,0.28,0.72,"1D,1R",1,R,1,1,1,1,R,0
pennsylvania,2016,1,"13R, 5D",5D,13R,5,13,0.28,0.72,"1D,1R",1,R,1,1,1,1,R,0
rhode island,1980,1,2D,2D,0,2,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,D,1
rhode island,1982,1,"1D,1R",1D,1R,1,1,0.50,0.50,"1D,1R",1,R,1,1,1,1,D,1
rhode island,1984,1,"1D,1R",1D,1R,1,1,0.50,0.50,"1D,1R",1,R,1,1,1,1,R,0
rhode island,1986,1,"1D,1R",1D,1R,1,1,0.50,0.50,"1D,1R",1,R,1,1,1,1,R,0
rhode island,1988,1,"1D,1R",1D,1R,1,1,0.50,0.50,"1D,1R",1,R,1,1,1,1,D,1
rhode island,1990,1,2R,0,2R,0,2,0.00,1.00,"1D,1R",1,R,1,1,1,1,D,1
rhode island,1992,1,"1D,1R",1D,1R,1,1,0.50,0.50,"1D,1R",1,R,1,1,1,1,D,1
rhode island,1994,1,"1D,1R",1D,1R,1,1,0.50,0.50,"1D,1R",1,R,1,1,1,1,D,1
rhode island,1996,1,2D,2D,0,2,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,D,1
rhode island,1998,1,2D,2D,0,2,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,D,1
rhode island,2000,1,2D,2D,0,2,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,D,1
rhode island,2002,1,2D,2D,0,2,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,D,1
rhode island,2004,1,2D,2D,0,2,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,D,1
rhode island,2006,1,2D,2D,0,2,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,D,1
rhode island,2008,1,2D,2D,0,2,0,1.00,0.00,2D,2,D,2,1,1,1,D,1
rhode island,2010,1,2D,2D,0,2,0,1.00,0.00,2D,2,D,2,1,1,1,D,1
rhode island,2012,1,2D,2D,0,2,0,1.00,0.00,2D,2,D,2,1,1,1,D,1
rhode island,2014,1,2D,2D,0,2,0,1.00,0.00,2D,2,D,2,1,1,1,D,1
rhode island,2016,1,2D,2D,0,2,0,1.00,0.00,2D,2,D,2,1,1,1,D,1
south carolina,1980,1,"4D, 2R",4D,2R,4,2,0.67,0.33,"1D,1R",1,R,1,1,1,1,D,1
south carolina,1982,1,"4R, 2D",2D,4R,2,4,0.33,0.67,"1D,1R",1,R,1,1,1,1,R,0
south carolina,1984,1,"3D, 3R",3D,3R,3,3,0.50,0.50,"1D,1R",1,R,1,1,1,1,R,0
south carolina,1986,1,"3D, 3R",3D,3R,3,3,0.50,0.50,"1D,1R",1,R,1,1,1,1,R,0
south carolina,1988,1,"4D, 2R",4D,2R,4,2,0.67,0.33,"1D,1R",1,R,1,1,1,1,R,0
south carolina,1990,1,"4D, 2R",4D,2R,4,2,0.67,0.33,"1D,1R",1,R,1,1,1,1,R,0
south carolina,1992,1,"4D, 2R",4D,2R,4,2,0.67,0.33,"1D,1R",1,R,1,1,1,1,R,0
south carolina,1994,1,"3D, 3R",3D,3R,3,3,0.50,0.50,"1D,1R",1,R,1,1,1,1,R,0
south carolina,1996,1,"4R, 2D",2D,4R,2,4,0.33,0.67,"1D,1R",1,R,1,1,1,1,R,0
south carolina,1998,1,"4R, 2D",2D,4R,2,4,0.33,0.67,"1D,1R",1,R,1,1,1,1,R,0
