state,year,,congress.house,house.D,house.R,h.D.num,H.R.num,H.to.D,H.to.R,Senate,senate.D,senate.R,senate.D.num,senate.R.num,S.to.D,S.to.R,electoral,Elec.Num
south carolina,2000,1,"4R, 2D",2D,4R,2,4,0.33,0.67,"1D,1R",1,R,1,1,1,1,R,0
south carolina,2002,1,"4R, 2D",2D,4R,2,4,0.33,0.67,"1D,1R",1,R,1,1,1,1,R,0
south carolina,2004,1,"4R, 2D",2D,4R,2,4,0.33,0.67,"1D,1R",1,R,1,1,1,1,R,0
south carolina,2006,1,"4R, 2D",2D,4R,2,4,0.33,0.67,2R,2,R,2,0,1,0,R,0
south carolina,2008,1,"4R, 2D",2D,4R,2,4,0.33,0.67,2R,2,R,2,0,1,0,R,0
south carolina,2010,1,"4R, 2D",2D,4R,2,4,0.33,0.67,2R,2,R,2,0,1,0,R,0
south carolina,2012,1,"5R, 1D",1D,5R,1,5,0.17,0.83,2R,2,R,2,0,1,0,R,0
south carolina,2014,1,"6R, 1D",1D,6R,1,6,0.14,0.86,2R,2,R,2,0,1,0,R,0
south carolina,2016,1,"6R, 1D",1D,6R,1,6,0.14,0.86,2R,2,R,2,0,1,0,R,0
south dakota,1980,1,"1D, 1R",1D,1R,1,1,0.50,0.50,"1D,1R",1,R,1,1,1,1,R,0
south dakota,1982,1,"1D, 1R",1D,1R,1,1,0.50,0.50,2R,2,R,2,0,1,0,R,0
south dakota,1984,1,1D,1D,0,1,0,1.00,0.00,2R,2,R,2,0,1,0,R,0
south dakota,1986,1,1D,1D,0,1,0,1.00,0.00,2R,2,R,2,0,1,0,R,0
south dakota,1988,1,1D,1D,0,1,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,R,0
south dakota,1990,1,1D,1D,0,1,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,R,0
south dakota,1992,1,1D,1D,0,1,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,R,0
south dakota,1994,1,1D,1D,0,1,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,R,0
south dakota,1996,1,1D,1D,0,1,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,R,0
south dakota,1998,1,1R,0,1R,0,1,0.00,1.00,2D,2,D,2,0,1,0,R,0
south dakota,2000,1,1R,0,1R,0,1,0.00,1.00,2D,2,D,2,0,1,0,R,0
south dakota,2002,1,1R,0,1R,0,1,0.00,1.00,2D,2,D,2,0,1,0,R,0
south dakota,2004,1,1D,1D,0,1,0,1.00,0.00,2D,2,D,2,0,1,0,R,0
south dakota,2006,1,1D,1D,0,1,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,R,0
south dakota,2008,1,1D,1D,0,1,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,R,0
south dakota,2010,1,1D,1D,0,1,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,R,0
south dakota,2012,1,1R,0,1R,0,1,0.00,1.00,"1D,1R",1,R,1,1,1,1,R,0
south dakota,2014,1,1R,0,1R,0,1,0.00,1.00,"1D,1R",1,R,1,1,1,1,R,0
south dakota,2016,1,1R,0,1R,0,1,0.00,1.00,2R,2,R,2,1,1,1,R,0
tennessee,1980,1,"5D, 3R",5D,3R,5,3,0.63,0.38,"1D,1R",1,R,1,1,1,1,R,0
tennessee,1982,1,"5D, 3R",5D,3R,5,3,0.63,0.38,"1D,1R",1,R,1,1,1,1,R,0
tennessee,1984,1,"6D, 3R",6D,3R,6,3,0.67,0.33,"1D,1R",1,R,1,1,1,1,R,0
tennessee,1986,1,"6D, 3R",6D,3R,6,3,0.67,0.33,2D,2,D,2,0,1,0,R,0
tennessee,1988,1,"6D, 3R",6D,3R,6,3,0.67,0.33,2D,2,D,2,0,1,0,R,0
tennessee,1990,1,"6D, 3R",6D,3R,6,3,0.67,0.33,2D,2,D,2,0,1,0,R,0
tennessee,1992,1,"6D, 3R",6D,3R,6,3,0.67,0.33,2D,2,D,2,0,1,0,D,1
tennessee,1994,1,"6D, 3R",6D,3R,6,3,0.67,0.33,2D,2,D,2,0,1,0,D,1
tennessee,1996,1,"5R, 4D",4D,5R,4,5,0.44,0.56,2R,2,R,2,0,1,0,D,1
tennessee,1998,1,"5R, 4D",4D,5R,4,5,0.44,0.56,2R,2,R,2,0,1,0,D,1
tennessee,2000,1,"5R, 4D",4D,5R,4,5,0.44,0.56,2R,2,R,2,0,1,0,R,0
tennessee,2002,1,"5R, 4D",4D,5R,4,5,0.44,0.56,2R,2,R,2,0,1,0,R,0
tennessee,2004,1,"5D, 4R",5D,4R,5,4,0.56,0.44,2R,2,R,2,0,1,0,R,0
tennessee,2006,1,"5D, 4R",5D,4R,5,4,0.56,0.44,2R,2,R,2,0,1,0,R,0
tennessee,2008,1,"5D, 4R",5D,4R,5,4,0.56,0.44,2R,2,R,2,0,1,0,R,0
tennessee,2010,1,"5D, 4R",5D,4R,5,4,0.56,0.44,2R,2,R,2,0,1,0,R,0
tennessee,2012,1,"7R, 2D",2D,7R,2,7,0.22,0.78,2R,2,R,2,0,1,0,R,0
tennessee,2014,1,"7R, 2D",2D,7R,2,7,0.22,0.78,2R,2,R,2,0,1,0,R,0
tennessee,2016,1,"7R, 2D",2D,7R,2,7,0.22,0.78,2R,2,R,2,0,1,0,R,0
texas,1980,1,"20D, 4R",20D,4R,20,4,0.83,0.17,"1D,1R",1,R,1,1,1,1,R,0
texas,1982,1,"19D, 5R",19D,5R,19,5,0.79,0.21,"1D,1R",1,R,1,1,1,1,R,0
texas,1984,1,"21D, 6R",21D,6R,21,6,0.78,0.22,"1D,1R",1,R,1,1,1,1,R,0
texas,1986,1,"17D, 10R",17D,0R,17,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,R,0
texas,1988,1,"17D, 10R",17D,0R,17,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,R,0
texas,1990,1,"19D, 8R",19D,8R,19,8,0.70,0.30,"1D,1R",1,R,1,1,1,1,R,0
texas,1992,1,"19D, 8R",19D,8R,19,8,0.70,0.30,"1D,1R",1,R,1,1,1,1,R,0
texas,1994,1,"21D, 9R",21D,9R,21,9,0.70,0.30,2R,2,R,2,0,1,0,R,0
texas,1996,1,"18D, 12R",18D,2R,18,2,0.90,0.10,2R,2,R,2,0,1,0,R,0
texas,1998,1,"17D, 13R",17D,3R,17,3,0.85,0.15,2R,2,R,2,0,1,0,R,0
texas,2000,1,"17D, 13R",17D,3R,17,3,0.85,0.15,2R,2,R,2,0,1,0,R,0
texas,2002,1,"17D, 13R",17D,3R,17,3,0.85,0.15,2R,2,R,2,0,1,0,R,0
texas,2004,1,"17D, 15R",17D,5R,17,5,0.77,0.23,2R,2,R,2,0,1,0,R,0
texas,2006,1,"21R, 11D",11D,21R,11,21,0.34,0.66,2R,2,R,2,0,1,0,R,0
texas,2008,1,"19R, 13D",13D,19R,13,19,0.41,0.59,2R,2,R,2,0,1,0,R,0
texas,2010,1,"20R, 12D",12D,20R,12,20,0.38,0.63,2R,2,R,2,0,1,0,R,0
texas,2012,1,"23R, 9D",9D,23R,9,23,0.28,0.72,2R,2,R,2,0,1,0,R,0
texas,2014,1,"24R, 12D",12D,24R,12,24,0.33,0.67,2R,2,R,2,0,1,0,R,0
texas,2016,1,"25R, 11D",11D,25R,11,25,0.31,0.69,2R,2,R,2,0,1,0,R,0
utah,1980,1,"1D, 1R",1D,1R,1,1,0.50,0.50,2R,2,R,2,0,1,0,R,0
utah,1982,1,2R,0,2R,0,2,0.00,1.00,2R,2,R,2,0,1,0,R,0
utah,1984,1,3R,0,3R,0,3,0.00,1.00,2R,2,R,2,0,1,0,R,0
utah,1986,1,3R,0,3R,0,3,0.00,1.00,2R,2,R,2,0,1,0,R,0
utah,1988,1,"2R, 1D",1D,2R,1,2,0.33,0.67,2R,2,R,2,0,1,0,R,0
utah,1990,1,"2R, 1D",1D,2R,1,2,0.33,0.67,2R,2,R,2,0,1,0,R,0
utah,1992,1,"2D, 1R",2D,1R,2,1,0.67,0.33,2R,2,R,2,0,1,0,R,0
utah,1994,1,"2D, 1R",2D,1R,2,1,0.67,0.33,2R,2,R,2,0,1,0,R,0
utah,1996,1,"2R, 1D",1D,2R,1,2,0.33,0.67,2R,2,R,2,0,1,0,R,0
utah,1998,1,3R,0,3R,0,3,0.00,1.00,2R,2,R,2,0,1,0,R,0
utah,2000,1,3R,0,3R,0,3,0.00,1.00,2R,2,R,2,0,1,0,R,0
utah,2002,1,"2R, 1D",1D,2R,1,2,0.33,0.67,2R,2,R,2,0,1,0,R,0
utah,2004,1,"2R, 1D",1D,2R,1,2,0.33,0.67,2R,2,R,2,0,1,0,R,0
utah,2006,1,"2R, 1D",1D,2R,1,2,0.33,0.67,2R,2,R,2,0,1,0,R,0
utah,2008,1,"2R, 1D",1D,2R,1,2,0.33,0.67,2R,2,R,2,0,1,0,R,0
utah,2010,1,"2R, 1D",1D,2R,1,2,0.33,0.67,2R,2,R,2,0,1,0,R,0
utah,2012,1,"2R, 1D",1D,2R,1,2,0.33,0.67,2R,2,R,2,0,1,0,R,0
utah,2014,1,"3R, 1D",1D,3R,1,3,0.25,0.75,2R,2,R,2,0,1,0,R,0
utah,2016,1,4R,0,4R,0,4,0.00,1.00,2R,2,R,2,0,1,0,R,0
vermont,1980,1,1R,0,1R,0,1,0.00,1.00,"1D,1R",1,R,1,1,1,1,R,0
vermont,1982,1,1R,0,1R,0,1,0.00,1.00,"1D,1R",1,R,1,1,1,1,R,0
vermont,1984,1,1R,0,1R,0,1,0.00,1.00,"1D,1R",1,R,1,1,1,1,R,0
vermont,1986,1,1R,0,1R,0,1,0.00,1.00,"1D,1R",1,R,1,1,1,1,R,0
vermont,1988,1,1R,0,1R,0,1,0.00,1.00,"1D,1R",1,R,1,1,1,1,R,0
vermont,1990,1,1R,0,1R,0,1,0.00,1.00,"1D,1R",1,R,1,1,1,1,R,0
vermont,1992,1,1I,1I,0,1,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,D,1
vermont,1994,1,1I,1I,0,1,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,D,1
vermont,1996,1,1I,1I,0,1,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,D,1
vermont,1998,1,1I,1I,0,1,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,D,1
vermont,2000,1,1I,1I,0,1,0,1.00,0.00,"1D,1R",1,R,1,1,1,1,D,1
vermont,2002,1,1I,1I,0,1,0,1.00,0.00,"1I,1D",1,D,1,1,1,1,D,1
vermont,2004,1,1I,1I,0,1,0,1.00,0.00,"1I,1D",1,D,1,1,1,1,D,1
vermont,2006,1,1I,1I,0,1,0,1.00,0.00,"1I,1D",1,D,1,1,1,1,D,1
vermont,2008,1,1D,1D,0,1,0,1.00,0.00,"1I,1D",1,D,1,1,1,1,D,1
vermont,2010,1,1D,1D,0,1,0,1.00,0.00,"1I,1D",1,D,1,1,1,1,D,1
vermont,2012,1,1D,1D,0,1,0,1.00,0.00,"1I,1D",1,D,1,1,1,1,D,1
vermont,2014,1,1D,1D,0,1,0,1.00,0.00,"1I,1D",1,D,1,1,1,1,D,1
vermont,2016,1,1D,1D,0,1,0,1.00,0.00,"1I,1D",1,D,1,1,1,1,D,1
virginia,1980,1,"6R, 4D",4D,6R,4,6,0.40,0.60,"1I,1R",1,R,1,1,1,1,R,0
virginia,1982,1,"9R, 1D",1D,9R,1,9,0.10,0.90,"1I,1R",1,R,1,1,1,1,R,0
virginia,1984,1,"6R, 4D",4D,6R,4,6,0.40,0.60,2R,2,R,2,0,1,0,R,0
virginia,1986,1,"6R, 4D",4D,6R,4,6,0.40,0.60,2R,2,R,2,0,1,0,R,0
virginia,1988,1,"5R, 5D",5D,5R,5,5,0.50,0.50,2R,2,R,2,0,1,0,R,0
virginia,1990,1,"5R, 5D",5D,5R,5,5,0.50,0.50,"1D,1R",1,R,1,1,1,1,R,0
virginia,1992,1,"6D, 4R",6D,4R,6,4,0.60,0.40,"1D,1R",1,R,1,1,1,1,R,0
virginia,1994,1,"7D, 4R",7D,4R,7,4,0.64,0.36,"1D,1R",1,R,1,1,1,1,R,0
virginia,1996,1,"6D, 5R",6D,5R,6,5,0.55,0.45,"1D,1R",1,R,1,1,1,1,R,0
virginia,1998,1,"6D, 5R",6D,5R,6,5,0.55,0.45,"1D,1R",1,R,1,1,1,1,R,0
virginia,2000,1,"6D, 5R",6D,5R,6,5,0.55,0.45,"1D,1R",1,R,1,1,1,1,R,0
virginia,2002,1,"6R, 4D, 1I",1I,6R,1,6,0.14,0.86,2R,2,R,2,0,1,0,R,0
virginia,2004,1,"8R, 3D",3D,8R,3,8,0.27,0.73,2R,2,R,2,0,1,0,R,0
virginia,2006,1,"8R, 3D",3D,8R,3,8,0.27,0.73,2R,2,R,2,0,1,0,R,0
virginia,2008,1,"8R, 3D",3D,8R,3,8,0.27,0.73,"1D,1R",1,R,1,1,1,1,D,1
virginia,2010,1,"6D, 5R",6D,5R,6,5,0.55,0.45,2D,2,D,2,0,1,0,D,1
virginia,2012,1,"8R, 3D",3D,8R,3,8,0.27,0.73,2D,2,D,2,0,1,0,D,1
virginia,2014,1,"8R, 3D",3D,8R,3,8,0.27,0.73,2D,2,D,2,0,1,0,D,1
virginia,2016,1,"8R, 3D",3D,8R,3,8,0.27,0.73,2D,2,D,2,0,1,0,D,1
washington,1980,1,"6D, 1R",6D,1R,6,1,0.86,0.14,2D,2,D,2,0,1,0,R,0
washington,1982,1,"5D, 2R",5D,2R,5,2,0.71,0.29,"1D,1R",1,R,1,1,1,1,R,0
washington,1984,1,"5D, 3R",5D,3R,5,3,0.63,0.38,2R,2,R,2,0,1,0,R,0
washington,1986,1,"5D, 3R",5D,3R,5,3,0.63,0.38,2R,2,R,2,0,1,0,R,0
washington,1988,1,"5D, 3R",5D,3R,5,3,0.63,0.38,"1D,1R",1,R,1,1,1,1,D,1
washington,1990,1,"5D, 3R",5D,3R,5,3,0.63,0.38,"1D,1R",1,R,1,1,1,1,D,1
washington,1992,1,"5D, 3R",5D,3R,5,3,0.63,0.38,"1D,1R",1,R,1,1,1,1,D,1
washington,1994,1,"8D, 1R",8D,1R,8,1,0.89,0.11,"1D,1R",1,R,1,1,1,1,D,1
washington,1996,1,"7R, 2D",2D,7R,2,7,0.22,0.78,"1D,1R",1,R,1,1,1,1,D,1
washington,1998,1,"6R, 3D",3D,6R,3,6,0.33,0.67,"1D,1R",1,R,1,1,1,1,D,1
washington,2000,1,"5D, 4R",5D,4R,5,4,0.56,0.44,"1D,1R",1,R,1,1,1,1,D,1
washington,2002,1,"6D, 3R",6D,3R,6,3,0.67,0.33,2D,2,D,2,0,1,0,D,1
washington,2004,1,"6D, 3R",6D,3R,6,3,0.67,0.33,2D,2,D,2,0,1,0,D,1
washington,2006,1,"6D, 3R",6D,3R,6,3,0.67,0.33,2D,2,D,2,0,1,0,D,1
washington,2008,1,"6D, 3R",6D,3R,6,3,0.67,0.33,2D,2,D,2,0,1,0,D,1
washington,2010,1,"6D, 3R",6D,3R,6,3,0.67,0.33,2D,2,D,2,0,1,0,D,1
washington,2012,1,"5D, 4R",5D,4R,5,4,0.56,0.44,2D,2,D,2,0,1,0,D,1
washington,2014,1,"6D, 4R",6D,4R,6,4,0.60,0.40,2D,2,D,2,0,1,0,D,1
washington,2016,1,"6D, 4R",6D,4R,6,4,0.60,0.40,2D,2,D,2,0,1,0,D,1
west virginia,2000,1,3 D,3D,0,3,0,1.00,0.00,2D,2,D,2,0,1,0,R,0
west virginia,1980,1,"2 D1 R",2D,1R,2,1,0.67,0.33,2D,2,D,2,0,1,0,R,0
west virginia,1982,1,"2 D1 R",2D,1R,2,1,0.67,0.33,2D,2,D,2,0,1,0,R,0
west virginia,1984,1,"2 D1 R",2D,1R,2,1,0.67,0.33,2D,2,D,2,0,1,0,R,0
west virginia,1986,1,"2 D1 R",2D,1R,2,1,0.67,0.33,2D,2,D,2,0,1,0,R,0
west virginia,1988,1,"2 D1 R",2D,1R,2,1,0.67,0.33,2D,2,D,2,0,1,0,R,0
west virginia,1990,1,"2 R1 D",2D,1R,2,1,0.67,0.33,2D,2,D,2,0,1,0,R,0
west virginia,1992,1,"2 R1 D",1D,2R,1,2,0.33,0.67,2D,2,D,2,0,1,0,R,0
west virginia,1994,1,"2 R1 D",1D,2R,1,2,0.33,0.67,2D,2,D,2,0,1,0,R,0
west virginia,1996,1,"2 R1 D",1D,2R,1,2,0.33,0.67,2D,2,D,2,0,1,0,R,0
west virginia,1998,1,"2 R1 D",1D,2R,1,2,0.33,0.67,2D,2,D,2,0,1,0,R,0
west virginia,2002,1,"2 D1 R",2D,1R,2,1,0.67,0.33,2D,2,D,2,0,1,0,R,0
west virginia,2004,1,"2 D1 R",2D,1R,2,1,0.67,0.33,2D,2,D,2,0,1,0,R,0
west virginia,2006,1,"2 D1 R",2D,1R,2,1,0.67,0.33,2D,2,D,2,0,1,0,R,0
west virginia,2008,1,"2 D1 R",2D,1R,2,1,0.67,0.33,2D,2,D,2,0,1,0,R,0
west virginia,2010,1,"2 D1 R",2D,1R,2,1,0.67,0.33,2D,2,D,2,0,1,0,R,0
west virginia,2012,1,"2 R1 D",2D,1R,2,1,0.67,0.33,2D,2,D,2,0,1,0,R,0
west virginia,2014,1,"2 R1 D",1D,2R,1,2,0.33,0.67,2D,2,D,2,0,1,0,R,0
west virginia,2016,1,3 R,0,3R,0,3,0.00,1.00,"1D,1R",1,R,1,1,1,1,R,0
wisconsin,1980,1,"5D, 4R",5D,4R,5,4,0.56,0.44,2D,2,D,2,0,1,0,D,1
wisconsin,1982,1,"5D, 4R",5D,4R,5,4,0.56,0.44,2D,2,D,2,0,1,0,D,1
wisconsin,1984,1,"4R, 4D",4D,4R,4,4,0.50,0.50,2D,2,D,2,0,1,0,D,1
wisconsin,1986,1,"4R, 4D",4D,4R,4,4,0.50,0.50,2D,2,D,2,0,1,0,D,1
wisconsin,1988,1,"5D, 3R",5D,3R,5,3,0.63,0.38,2D,2,D,2,0,1,0,D,1
wisconsin,1990,1,"5D, 3R",5D,3R,5,3,0.63,0.38,2D,2,D,2,0,1,0,D,1
wisconsin,1992,1,"5R, 3D",3D,5R,3,5,0.38,0.63,"1D,1R",1,R,1,1,1,1,D,1
wisconsin,1994,1,"5R, 3D",3D,5R,3,5,0.38,0.63,"1D,1R",1,R,1,1,1,1,D,1
wisconsin,1996,1,"5R, 3D",3D,5R,3,5,0.38,0.63,"1D,1R",1,R,1,1,1,1,R,0
wisconsin,1998,1,"5R, 3D",3D,5R,3,5,0.38,0.63,"1D,1R",1,R,1,1,1,1,R,0
wisconsin,2000,1,"5D, 4R",5D,4R,5,4,0.56,0.44,2D,2,D,2,0,1,0,D,1
wisconsin,2002,1,"5D, 4R",5D,4R,5,4,0.56,0.44,2D,2,D,2,0,1,0,D,1
wisconsin,2004,1,"4R, 4D",4D,4R,4,4,0.50,0.50,2D,2,D,2,0,1,0,D,1
wisconsin,2006,1,"4R, 4D",4D,4R,4,4,0.50,0.50,2D,2,D,2,0,1,0,D,1
wisconsin,2008,1,"5D, 3R",5D,3R,5,3,0.63,0.38,2D,2,D,2,0,1,0,D,1
wisconsin,2010,1,"5D, 3R",5D,3R,5,3,0.63,0.38,2D,2,D,2,0,1,0,D,1
wisconsin,2012,1,"5R, 3D",3D,5R,3,5,0.38,0.63,"1D,1R",1,R,1,1,1,1,D,1
wisconsin,2014,1,"5R, 3D",3D,5R,3,5,0.38,0.63,"1D,1R",1,R,1,1,1,1,D,1
wisconsin,2016,1,"5R, 3D",3D,5R,3,5,0.38,0.63,"1D,1R",1,R,1,1,1,1,R,0
wyoming,1980,1,1R,0,1R,0,1,0.00,1.00,2R,2,R,0,2,0,1,R,0
wyoming,1982,1,1R,0,1R,0,1,0.00,1.00,2R,2,R,0,2,0,1,R,0
wyoming,1984,1,1R,0,1R,0,1,0.00,1.00,2R,2,R,0,2,0,1,R,0
wyoming,1986,1,1R,0,1R,0,1,0.00,1.00,2R,2,R,0,2,0,1,R,0
wyoming,1988,1,1R,0,1R,0,1,0.00,1.00,2R,2,R,0,2,0,1,R,0
wyoming,1990,1,1R,0,1R,0,1,0.00,1.00,2R,2,R,0,2,0,1,R,0
wyoming,1992,1,1R,0,1R,0,1,0.00,1.00,2R,2,R,0,2,0,1,R,0
wyoming,1994,1,1R,0,1R,0,1,0.00,1.00,2R,2,R,0,2,0,1,R,0
wyoming,1996,1,1R,0,1R,0,1,0.00,1.00,2R,2,R,0,2,0,1,R,0
wyoming,1998,1,1R,0,1R,0,1,0.00,1.00,2R,2,R,0,2,0,1,R,0
wyoming,2000,1,1R,0,1R,0,1,0.00,1.00,2R,2,R,0,2,0,1,R,0
wyoming,2002,1,1R,0,1R,0,1,0.00,1.00,2R,2,R,0,2,0,1,R,0
wyoming,2004,1,1R,0,1R,0,1,0.00,1.00,2R,2,R,0,2,0,1,R,0
wyoming,2006,1,1R,0,1R,0,1,0.00,1.00,2R,2,R,0,2,0,1,R,0
wyoming,2008,1,1R,0,1R,0,1,0.00,1.00,2R,2,R,0,2,0,1,R,0
wyoming,2010,1,1R,0,1R,0,1,0.00,1.00,2R,2,R,0,2,0,1,R,0
wyoming,2012,1,1R,0,1R,0,1,0.00,1.00,2R,2,R,0,2,0,1,R,0
wyoming,2014,1,1R,0,1R,0,1,0.00,1.00,2R,2,R,0,2,0,1,R,0
wyoming,2016,1,1R,0,1R,0,1,0.00,1.00,2R,2,R,0,2,0,1,R,0